NombreDB;NombreEjercicio;ModeloUsado;EvaluandoCategoria;DuracionTiempoRespuesta;ExitoRespuesta;TokensEntrada;TokensSalida
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Elementos Extras;8.79;Si;3932;530
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Error Sintaxis;7.48;Si;4199;160
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Elementos Extras;13.64;Si;3953;993
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;93.15;Si;3939;6728
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Error Sintaxis;16.47;Si;4037;1147
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;8.39;Si;3919;403
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Error Logico;50.10;Si;3819;3494
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Error Logico;17.01;Si;3919;604
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Elementos Extras;18.05;Si;4029;1143
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Elementos Extras;3.16;Si;3805;154
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-4b-it:free;Error Logico;3.99;Si;4067;0
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;5.30;Si;3970;84
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Respuesta Incorrecta;3.45;Si;3993;0
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Error Logico;4.42;Si;3804;244
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;10.00;Si;4017;190
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Elementos Extras;15.67;Si;4124;300
Contexto2023-2;Ejercicio1_2023-2;mistralai/mistral-nemo:free;Error Sintaxis;7.82;Si;3766;362
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Elementos Extras;21.12;Si;3932;1392
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Respuesta Correcta;4.85;Si;3847;0
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;11.96;Si;4167;3351
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Error Logico;10.67;Si;3878;172
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Respuesta Correcta;5.81;Si;4291;136
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Error Sintaxis;6.82;Si;4199;163
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Error Logico;25.63;Si;3919;1366
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Error Sintaxis;22.55;Si;3822;1410
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Error Sintaxis;38.01;Si;5054;1496
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Respuesta Incorrecta;21.24;Si;4182;794
Contexto2023-1;Ejercicio1_2023-1;mistralai/mistral-nemo:free;Error Logico;3.93;Si;4023;108
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;mistralai/mistral-nemo:free;Respuesta Correcta;2.35;Si;3828;29
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Respuesta Correcta;3.85;Si;4211;0
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-12b-it:free;Respuesta Incorrecta;5.49;Si;4001;87
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Error Logico;5.91;Si;3878;93
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-12b-it:free;Elementos Extras;7.21;Si;3981;0
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;11.46;Si;3829;173
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Error Logico;10.55;Si;3919;630
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Error Sintaxis;5.32;Si;4120;0
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Error Logico;10.66;Si;3845;249
Contexto2023-1;Ejercicio1_2023-1;x-ai/grok-4-fast:free;Respuesta Incorrecta;8.01;Si;3845;564
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Error Sintaxis;5.53;Si;3499;351
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Respuesta Incorrecta;13.60;Si;3899;931
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Elementos Extras;10.16;Si;4200;510
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-8b:free;Error Sintaxis;49.97;Si;3822;2796
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-235b-a22b:free;Elementos Extras;39.57;Si;3932;2793
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Elementos Extras;19.54;Si;4171;1335
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Error Logico;11.68;Si;4175;496
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Respuesta Correcta;2.57;Si;4159;26
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Error Logico;3.86;Si;3672;190
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Elementos Extras;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Error Logico;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Respuesta Correcta;4.46;Si;3562;174
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-4b-it:free;Respuesta Incorrecta;4.57;Si;3870;0
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-4b-it:free;Elementos Extras;6.61;Si;3981;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Error Logico;4.49;Si;3750;0
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;4.20;Si;4073;878
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;55.47;Si;4111;5049
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Respuesta Correcta;3.34;Si;3803;137
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-235b-a22b:free;Error Sintaxis;14.98;Si;3822;835
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Elementos Extras;9.57;Si;3973;148
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Error Logico;28.16;Si;3829;1846
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Elementos Extras;22.62;Si;4200;1157
Contexto2023-2;Ejercicio3_2023-2;x-ai/grok-4-fast:free;Respuesta Incorrecta;12.82;Si;3683;821
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Error Sintaxis;11.84;Si;4076;397
Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Error Logico;20.52;Si;3701;1266
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Respuesta Incorrecta;82.02;Si;4182;6191
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Elementos Extras;4.75;Si;4290;0
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Error Sintaxis;33.97;Si;3848;1854
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;1.69;Si;3931;7
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Error Sintaxis;3.25;Si;3722;191
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;6.61;Si;3891;432
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-12b-it:free;Elementos Extras;2.91;Si;4217;0
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Elementos Extras;5.22;Si;3939;160
Contexto2023-1;Ejercicio1_2023-1;x-ai/grok-4-fast:free;Elementos Extras;8.48;Si;3842;729
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Respuesta Correcta;11.04;Si;3913;547
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Error Logico;5.36;Si;3734;175
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-14b:free;Error Logico;16.96;Si;4060;733
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;24.25;Si;4182;1544
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;10.04;Si;4077;578
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Error Sintaxis;19.73;Si;3848;1276
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;21.27;Si;3884;6458
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Respuesta Correcta;8.23;Si;4196;389
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Respuesta Incorrecta;4.95;Si;3839;179
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;16.22;Si;3907;306
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Elementos Extras;17.30;Si;4200;1033
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;12.03;Si;4115;765
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Error Logico;64.31;Si;4175;4957
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Elementos Extras;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.28;Si;3572;134
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Error Logico;3.56;Si;3459;138
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Respuesta Incorrecta;7.24;Si;4219;0
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-4b-it:free;Elementos Extras;6.52;Si;4217;0
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Error Logico;5.98;Si;4174;266
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;13.34;Si;3888;891
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-chat-v3.1:free;Elementos Extras;11.69;Si;3823;182
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-235b-a22b:free;Error Sintaxis;15.51;Si;3848;1164
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Respuesta Correcta;21.39;Si;3913;1030
Contexto2023-2;Ejercicio2_2023-2;x-ai/grok-4-fast:free;Error Sintaxis;14.48;Si;3768;976
Contexto2023-2;Ejercicio2_2023-2;x-ai/grok-4-fast:free;Respuesta Correcta;8.34;Si;3791;709
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;7.61;Si;4072;796
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-30b-a3b:free;Error Logico;9.07;Si;3895;522
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Error Logico;23.73;Si;4060;1222
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Respuesta Incorrecta;11.35;Si;4164;161
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Error Sintaxis;17.58;Si;4112;963
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Elementos Extras;4.92;Si;3676;321
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;4.62;Si;4063;13
Contexto2023-1;Ejercicio3_2023-1;mistralai/mistral-nemo:free;Elementos Extras;4.33;Si;4155;126
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Error Logico;8.68;Si;4076;170
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-12b-it:free;Respuesta Incorrecta;5.55;Si;4087;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-27b-it:free;Error Logico;7.56;Si;3960;144
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Correcta;7.71;Si;3913;495
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-30b-a3b:free;Elementos Extras;9.88;Si;4076;470
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Error Logico;9.77;Si;3819;737
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Respuesta Incorrecta;9.31;Si;3919;517
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;13.66;Si;3950;3344
Contexto2023-1;Ejercicio2_2023-1;x-ai/grok-4-fast:free;Error Logico;13.38;Si;3946;1295
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-12b-it:free;Respuesta Incorrecta;12.42;Si;4227;313
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Elementos Extras;23.44;Si;4029;1325
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Error Logico;54.49;Si;5077;1889
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Respuesta Correcta;14.08;Si;3942;972
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Respuesta Correcta;83.66;Si;4196;6302
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;12.05;Si;4047;248
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Error Logico;7.04;Si;3824;0
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;4.75;Si;4152;795
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Elementos Extras;7.34;Si;4160;100
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-4b-it:free;Respuesta Incorrecta;5.60;Si;4148;0
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Error Sintaxis;11.05;Si;3954;671
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Error Logico;5.17;Si;3824;0
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;16.16;Si;3892;279
Contexto2023-1;Ejercicio3_2023-1;mistralai/mistral-nemo:free;Respuesta Incorrecta;5.84;Si;4094;196
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;14.96;Si;4178;1545
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Respuesta Incorrecta;17.88;Si;3919;902
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Error Sintaxis;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Error Sintaxis;18.38;Si;3927;867
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.76;Si;3743;141
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Error Logico;9.45;Si;4182;608
Contexto2023-2;Ejercicio3_2023-2;x-ai/grok-4-fast:free;Elementos Extras;100.24;Si;3675;2440
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Elementos Extras;39.20;Si;4029;2850
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;11.54;Si;3877;2978
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;33.88;Si;3919;2400
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Elementos Extras;17.17;Si;3881;1167
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Elementos Extras;3.93;Si;3940;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Elementos Extras;5.36;Si;3812;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Elementos Extras;4.50;Si;3812;0
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Elementos Extras;4.31;Si;3792;149
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Elementos Extras;5.68;Si;3519;355
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Elementos Extras;35.00;Si;3881;1500
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-8b:free;Elementos Extras;17.98;Si;3881;1117
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;235.96;Si;3982;4008
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Correcta;10.90;Si;3986;538
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Respuesta Correcta;18.36;Si;4075;297
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-12b-it:free;Respuesta Correcta;3.32;Si;4075;41
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-235b-a22b:free;Elementos Extras;108.42;Si;4898;3577
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Elementos Extras;5.87;Si;3880;231
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Respuesta Correcta;2.34;Si;3899;30
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Error Logico;4.13;Si;3543;227
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Error Logico;7.09;Si;4181;286
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;10.42;Si;3935;812
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Error Logico;10.51;Si;3894;287
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;14.43;Si;4137;3999
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Elementos Extras;19.06;Si;4171;1393
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Error Logico;20.29;Si;4182;1407
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Elementos Extras;9.03;Si;4200;598
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Error Logico;8.26;Si;4145;149
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;9.18;Si;4060;6
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;1.74;Si;4155;6
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Elementos Extras;83.06;Si;5046;2663
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Error Logico;6.56;Si;3918;184
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Error Sintaxis;6.82;Si;3821;307
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Error Sintaxis;7.24;Si;4047;144
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Respuesta Incorrecta;262.61;Si;4115;10346
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Error Sintaxis;10.02;Si;4036;306
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Error Logico;5.63;Si;4059;148
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Elementos Extras;5.76;Si;4170;195
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Error Sintaxis;6.44;Si;4140;222
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;5.14;Si;4181;184
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;5.72;Si;4114;186
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;1.69;Si;3861;6
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;6.71;Si;3938;369
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Elementos Extras;4.54;Si;4199;124
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Elementos Extras;22.80;Si;3931;211
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;5.21;Si;3918;195
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;4.78;Si;3887;138
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;5.11;Si;4076;163
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Error Sintaxis;8.50;Si;4111;306
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Elementos Extras;74.30;Si;4075;139
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;3.68;Si;4195;6
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;2.11;Si;3985;6
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Error Sintaxis;7.98;Si;3847;409
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;3.95;Si;3912;6
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Error Logico;7.06;Si;3818;126
