NombreDB;NombreEjercicio;ModeloUsado;EvaluandoCategoria;DuracionTiempoRespuesta;ExitoRespuesta;TokensEntrada;TokensSalida
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Correcta;31.80;Si;4859;812
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-8b:free;Respuesta Correcta;31.61;Si;3862;2450
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;50.41;Si;4108;5817
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Elementos Extras;33.64;Si;4029;1670
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Respuesta Incorrecta;4.44;Si;4001;110
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Error Logico;3.46;Si;3878;109
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Respuesta Correcta;6.94;Si;3985;136
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-4b-it:free;Error Logico;5.44;Si;4219;0
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Respuesta Correcta;5.73;Si;4291;105
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Respuesta Incorrecta;34.80;Si;3899;1529
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Elementos Extras;10.53;Si;4076;138
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-12b-it:free;Error Logico;10.47;Si;4145;202
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Error Sintaxis;4.05;Si;3782;0
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;13.36;Si;3931;173
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Error Sintaxis;11.64;Si;4112;718
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Error Sintaxis;32.02;Si;3822;1661
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Elementos Extras;6.37;Si;4124;236
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Elementos Extras;17.15;Si;4200;1287
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Error Logico;18.19;Si;3845;331
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Error Logico;4.99;Si;3750;0
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Error Sintaxis;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-12b-it:free;Respuesta Incorrecta;5.55;Si;3870;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Respuesta Correcta;5.42;Si;3847;0
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Respuesta Correcta;3.11;Si;4211;0
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-4b-it:free;Error Logico;4.61;Si;4067;0
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;7.87;Si;3970;164
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;6.46;Si;4111;447
Contexto2023-1;Ejercicio3_2023-1;mistralai/mistral-nemo:free;Error Logico;6.88;Si;4158;312
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-4b-it:free;Respuesta Incorrecta;4.19;Si;3870;0
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-12b-it:free;Elementos Extras;7.99;Si;3981;0
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Respuesta Correcta;2.23;Si;4159;25
Contexto2023-2;Ejercicio1_2023-2;mistralai/mistral-nemo:free;Respuesta Correcta;3.19;Si;3828;65
Contexto2023-2;Ejercicio1_2023-2;mistralai/mistral-nemo:free;Error Sintaxis;9.11;Si;3766;353
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Error Sintaxis;163.67;Si;4835;4619
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-8b:free;Error Sintaxis;23.01;Si;3822;1584
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Elementos Extras;22.12;Si;3953;741
Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Error Logico;32.37;Si;3701;1012
Contexto2023-2;Ejercicio2_2023-2;x-ai/grok-4-fast:free;Respuesta Correcta;12.05;Si;3791;475
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Error Sintaxis;5.91;Si;4199;120
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Error Logico;105.26;Si;4717;2667
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Error Logico;3.63;Si;3750;0
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Error Logico;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;mistralai/mistral-nemo:free;Error Logico;4.93;Si;4023;120
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Error Logico;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Error Logico;4.81;Si;3734;119
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Respuesta Incorrecta;5.76;Si;3839;254
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Error Sintaxis;5.10;Si;4120;0
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-4b-it:free;Elementos Extras;5.50;Si;3981;0
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Error Logico;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Elementos Extras;4.57;Si;3973;127
Contexto2023-1;Ejercicio1_2023-1;x-ai/grok-4-fast:free;Respuesta Incorrecta;9.50;Si;3845;591
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;8.12;Si;3907;243
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;5.07;Si;4167;289
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Correcta;62.90;Si;4660;1794
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;34.65;Si;3982;3839
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;29.43;Si;3891;1839
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Error Logico;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;2.00;Si;3861;6
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Elementos Extras;9.98;Si;3939;149
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Error Sintaxis;10.05;Si;4076;444
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Respuesta Correcta;12.75;Si;3913;626
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;4.97;Si;3829;78
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Elementos Extras;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;14.49;Si;4073;1443
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Error Logico;64.33;Si;4175;2988
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Elementos Extras;85.61;Si;4998;2211
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Elementos Extras;18.78;Si;4171;1188
Contexto2023-2;Ejercicio2_2023-2;x-ai/grok-4-fast:free;Error Sintaxis;30.26;Si;3768;1714
Contexto2023-1;Ejercicio1_2023-1;x-ai/grok-4-fast:free;Elementos Extras;17.53;Si;3842;790
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-30b-a3b:free;Error Logico;21.00;Si;3895;1082
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Error Sintaxis;15.93;Si;3848;815
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;236.31;Si;4980;6721
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-14b:free;Error Logico;16.10;Si;4060;826
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Error Sintaxis;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;133.18;Si;4115;7699
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Elementos Extras;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Elementos Extras;2.73;Si;4298;83
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;1.46;Si;4063;13
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Respuesta Correcta;8.59;Si;4196;355
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Respuesta Incorrecta;8.71;Si;3919;365
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Error Sintaxis;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-27b-it:free;Error Logico;5.69;Si;3960;245
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Respuesta Correcta;10.00;Si;3913;634
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-12b-it:free;Elementos Extras;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Error Logico;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Respuesta Incorrecta;5.99;Si;4227;207
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;9.22;Si;4077;446
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Correcta;12.52;Si;3986;623
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Respuesta Correcta;29.33;Si;3942;1753
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Error Logico;36.11;Si;4060;2514
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Error Logico;9.09;Si;4076;145
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;25.49;Si;3950;2236
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Error Logico;30.21;Si;3819;1612
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;12.50;Si;4072;809
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-235b-a22b:free;Error Sintaxis;110.43;Si;4620;3260
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Error Sintaxis;45.16;Si;3848;3479
Contexto2023-2;Ejercicio3_2023-2;x-ai/grok-4-fast:free;Respuesta Incorrecta;18.28;Si;3683;1069
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Elementos Extras;59.07;Si;4029;2809
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Respuesta Incorrecta;2.47;Si;4164;68
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-4b-it:free;Elementos Extras;5.70;Si;4217;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Error Logico;7.27;Si;3824;0
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Respuesta Correcta;4.03;Si;4075;68
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;23.47;Si;3884;2591
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Error Sintaxis;13.09;Si;3954;659
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Error Sintaxis;8.33;Si;3821;244
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-12b-it:free;Respuesta Incorrecta;6.75;Si;4087;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Error Logico;4.09;Si;3824;0
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;21.43;Si;4152;1401
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Elementos Extras;26.80;Si;4029;1911
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Correcta;13.33;Si;3913;704
Contexto2023-1;Ejercicio2_2023-1;x-ai/grok-4-fast:free;Error Logico;26.38;Si;3946;1015
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-12b-it:free;Respuesta Incorrecta;8.80;Si;4227;218
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-30b-a3b:free;Elementos Extras;10.06;Si;4076;618
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Respuesta Incorrecta;52.13;Si;3919;4204
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Respuesta Correcta;24.54;Si;4196;1715
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Elementos Extras;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;mistralai/mistral-nemo:free;Elementos Extras;3.96;Si;4155;117
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Error Logico;67.71;Si;4060;3780
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-12b-it:free;Respuesta Correcta;6.21;Si;4075;163
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-4b-it:free;Respuesta Incorrecta;5.07;Si;4148;0
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Error Sintaxis;5.42;Si;4047;197
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-chat-v3.1:free;Elementos Extras;9.92;Si;3823;155
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;7.42;Si;3892;154
Contexto2023-1;Ejercicio3_2023-1;mistralai/mistral-nemo:free;Respuesta Incorrecta;5.54;Si;4094;145
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;21.99;Si;4178;1987
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Error Logico;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-235b-a22b:free;Error Sintaxis;37.45;Si;4646;1101
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;35.24;Si;3888;1853
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;x-ai/grok-4-fast:free;Elementos Extras;32.71;Si;3675;2606
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;35.78;Si;3877;3060
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Error Logico;159.14;Si;4175;8813
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Error Logico;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;11.37;Si;4047;237
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Error Sintaxis;12.10;Si;3927;834
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Elementos Extras;46.45;Si;3881;2803
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Elementos Extras;3.83;Si;3948;83
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Elementos Extras;6.23;Si;3948;31
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Elementos Extras;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Elementos Extras;5.79;Si;3792;193
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Elementos Extras;3.70;Si;3519;198
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;190.66;Si;4717;5445
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Elementos Extras;28.92;Si;3881;1714
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-8b:free;Elementos Extras;41.13;Si;3881;3121
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-235b-a22b:free;Elementos Extras;11.97;Si;3881;646
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Elementos Extras;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;2.30;Si;4090;13
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Respuesta Correcta;3.33;Si;3562;90
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Elementos Extras;4.09;Si;3580;186
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Error Logico;4.75;Si;4197;0
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Error Sintaxis;5.24;Si;3613;343
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Elementos Extras;3.99;Si;3867;0
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Error Logico;4.13;Si;3672;257
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Error Logico;4.08;Si;3543;254
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Respuesta Correcta;3.78;Si;3636;168
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Elementos Extras;3.08;Si;4170;108
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Respuesta Correcta;4.49;Si;3501;265
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Error Logico;4.80;Si;3459;267
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Error Logico;3.35;Si;3790;131
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Elementos Extras;2.99;Si;3798;128
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Elementos Extras;3.58;Si;3805;203
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Error Sintaxis;5.82;Si;3953;323
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-12b-it:free;Elementos Extras;3.66;Si;4217;0
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Elementos Extras;3.19;Si;3686;174
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Respuesta Incorrecta;4.41;Si;3820;0
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Error Sintaxis;3.67;Si;3650;214
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;4.29;Si;4076;121
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Respuesta Correcta;2.77;Si;3803;132
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Respuesta Correcta;5.39;Si;3787;266
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Error Logico;4.24;Si;3804;257
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.54;Si;3572;203
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Elementos Extras;3.58;Si;4199;142
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Error Sintaxis;10.68;Si;4199;179
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Error Logico;13.01;Si;4175;928
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Elementos Extras;5.96;Si;4160;125
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;45.34;Si;3919;3528
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;4.00;Si;3743;217
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Error Logico;15.38;Si;4182;696
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;77.25;Si;4115;4959
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Elementos Extras;4.08;Si;3812;0
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;1.77;Si;4195;6
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.37;Si;3790;146
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Error Logico;3.17;Si;3572;139
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Error Sintaxis;4.17;Si;3772;251
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.09;Si;3689;111
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.99;Si;3587;233
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Error Sintaxis;4.45;Si;3463;303
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Error Sintaxis;4.95;Si;3499;334
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Elementos Extras;4.20;Si;3676;257
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Error Sintaxis;5.81;Si;3722;391
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Error Sintaxis;14.33;Si;4112;742
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Error Logico;16.14;Si;3819;811
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Respuesta Correcta;4.57;Si;3673;243
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;4.96;Si;3527;318
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Error Logico;6.18;Si;4059;205
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Error Sintaxis;10.34;Si;3847;465
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Error Logico;14.13;Si;4174;335
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Elementos Extras;6.72;Si;3931;278
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;2.35;Si;4060;6
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Error Logico;6.26;Si;4181;264
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Elementos Extras;4.45;Si;4075;144
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;2.42;Si;3912;6
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Error Logico;6.09;Si;3918;260
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;2.14;Si;3985;6
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Elementos Extras;6.12;Si;3880;321
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;5.45;Si;3918;218
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;18.04;Si;4114;170
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;15.53;Si;3938;402
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Error Logico;6.85;Si;3894;309
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Error Sintaxis;7.93;Si;4140;421
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;5.99;Si;3887;169
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Error Sintaxis;6.00;Si;4036;390
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;7.00;Si;4181;326
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;2.56;Si;4155;6
