NombreDB;NombreEjercicio;ModeloUsado;EvaluandoCategoria;DuracionTiempoRespuesta;ExitoRespuesta;TokensEntrada;TokensSalida
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Error Logico;14.43;Si;3919;714
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Error Sintaxis;16.34;Si;4037;1163
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Error Sintaxis;17.66;Si;3822;974
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Elementos Extras;21.20;Si;4029;1499
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Respuesta Incorrecta;19.99;Si;4182;1062
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Elementos Extras;14.84;Si;3953;887
Contexto2023-1;Ejercicio3_2023-1;mistralai/mistral-nemo:free;Error Logico;8.06;Si;4158;259
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Elementos Extras;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Error Logico;2.77;Si;3878;7
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Elementos Extras;3.03;Si;4124;70
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;6.54;Si;3970;160
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Error Logico;4.32;Si;3804;303
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Respuesta Correcta;5.94;Si;3847;0
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Respuesta Correcta;5.19;Si;4159;221
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;7.02;Si;4017;159
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-12b-it:free;Error Logico;5.86;Si;4145;144
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;10.25;Si;3931;147
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Error Sintaxis;28.80;Si;4112;1613
Contexto2023-2;Ejercicio2_2023-2;x-ai/grok-4-fast:free;Respuesta Incorrecta;11.71;Si;3727;1138
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Error Sintaxis;16.79;Si;4037;975
Contexto2023-2;Ejercicio1_2023-2;mistralai/mistral-nemo:free;Error Sintaxis;11.07;Si;3766;433
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-8b:free;Error Sintaxis;51.61;Si;3822;2897
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Elementos Extras;12.02;Si;4200;650
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Respuesta Incorrecta;26.83;Si;4182;1889
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;51.07;Si;4167;6013
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Error Logico;12.24;Si;4717;338
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Error Logico;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;mistralai/mistral-nemo:free;Respuesta Correcta;3.48;Si;3828;23
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Error Logico;4.23;Si;3750;0
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-4b-it:free;Error Logico;4.52;Si;4067;0
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Error Sintaxis;4.14;Si;3499;351
Contexto2023-1;Ejercicio1_2023-1;x-ai/grok-4-fast:free;Respuesta Incorrecta;12.81;Si;3845;624
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Error Sintaxis;3.98;Si;4199;103
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Elementos Extras;5.25;Si;3973;115
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-235b-a22b:free;Error Sintaxis;18.01;Si;3822;828
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Respuesta Correcta;2.95;Si;3562;90
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-12b-it:free;Elementos Extras;8.46;Si;4124;126
Contexto2023-2;Ejercicio2_2023-2;x-ai/grok-4-fast:free;Respuesta Correcta;7.94;Si;3791;534
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;152.57;Si;3939;9260
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Respuesta Correcta;87.69;Si;3862;5514
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Elementos Extras;20.79;Si;4200;1091
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Respuesta Incorrecta;31.01;Si;3899;1896
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Elementos Extras;19.01;Si;4171;1509
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;65.11;Si;3915;4565
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Error Logico;3.87;Si;3734;71
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Respuesta Correcta;6.32;Si;4196;291
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;6.78;Si;4111;562
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;8.03;Si;4181;235
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-4b-it:free;Elementos Extras;6.44;Si;3981;0
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Respuesta Correcta;10.02;Si;3913;504
Contexto2023-1;Ejercicio1_2023-1;mistralai/mistral-nemo:free;Error Logico;5.31;Si;4023;171
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;11.09;Si;3907;202
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-chat-v3.1:free;Elementos Extras;5.93;Si;3823;137
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Error Sintaxis;6.93;Si;4120;0
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;9.03;Si;4073;456
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Elementos Extras;10.08;Si;4298;290
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;22.75;Si;3982;1436
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;15.54;Si;3919;1020
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Error Logico;86.81;Si;4175;5546
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Error Sintaxis;21.16;Si;3848;1223
Contexto2023-1;Ejercicio1_2023-1;x-ai/grok-4-fast:free;Elementos Extras;15.63;Si;3842;815
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Elementos Extras;39.97;Si;4998;1053
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-8b:free;Respuesta Correcta;47.70;Si;3862;2644
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Elementos Extras;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Error Logico;4.57;Si;3459;225
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Error Logico;3.52;Si;3672;190
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Error Logico;7.27;Si;4076;173
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Error Logico;13.28;Si;3845;319
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-12b-it:free;Elementos Extras;4.29;Si;4217;0
Contexto2023-2;Ejercicio2_2023-2;x-ai/grok-4-fast:free;Error Sintaxis;17.05;Si;3768;974
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Respuesta Incorrecta;35.45;Si;4001;1428
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Respuesta Correcta;25.28;Si;3913;1393
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Error Sintaxis;4.76;Si;4120;0
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;16.09;Si;4072;1478
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Correcta;12.86;Si;3986;727
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;9.04;Si;4077;536
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Elementos Extras;8.81;Si;3939;339
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Respuesta Correcta;30.72;Si;4196;2256
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Error Logico;61.09;Si;4175;4735
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Respuesta Correcta;3.13;Si;4075;66
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-4b-it:free;Elementos Extras;4.30;Si;4217;0
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Elementos Extras;5.07;Si;3676;333
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-12b-it:free;Respuesta Incorrecta;6.28;Si;4001;134
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-14b:free;Error Logico;7.30;Si;4060;414
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Respuesta Incorrecta;7.71;Si;4164;227
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-12b-it:free;Respuesta Correcta;2.43;Si;4075;11
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;12.65;Si;4063;145
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Error Logico;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Correcta;86.06;Si;4660;2265
Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Error Logico;14.41;Si;3701;1147
Contexto2023-2;Ejercicio3_2023-2;x-ai/grok-4-fast:free;Elementos Extras;110.02;Si;3675;2422
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;94.81;Si;4115;7196
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-30b-a3b:free;Elementos Extras;13.79;Si;4076;712
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-4b-it:free;Respuesta Incorrecta;5.03;Si;3870;0
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Elementos Extras;23.33;Si;4029;1409
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Error Logico;25.63;Si;3819;1532
Contexto2023-1;Ejercicio3_2023-1;mistralai/mistral-nemo:free;Elementos Extras;4.87;Si;4155;126
Contexto2023-1;Ejercicio2_2023-1;x-ai/grok-4-fast:free;Error Logico;35.75;Si;3946;1524
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Error Sintaxis;32.18;Si;4076;1649
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Correcta;53.62;Si;4711;1427
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Error Logico;63.94;Si;4175;3147
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-12b-it:free;Respuesta Incorrecta;4.27;Si;4087;0
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Elementos Extras;1.84;Si;4160;12
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Error Logico;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Error Sintaxis;3.81;Si;3722;220
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Respuesta Incorrecta;5.05;Si;3839;112
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;6.05;Si;3891;538
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Respuesta Incorrecta;6.73;Si;4227;233
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;5.30;Si;3829;149
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Error Logico;14.90;Si;4060;740
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;6.79;Si;4047;218
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;7.77;Si;3892;252
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.00;Si;3572;166
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Respuesta Correcta;38.40;Si;3942;430
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Error Sintaxis;16.55;Si;4112;593
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-30b-a3b:free;Error Logico;12.95;Si;3895;891
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;88.02;Si;3950;5710
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;31.84;Si;3877;3747
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-12b-it:free;Respuesta Incorrecta;6.97;Si;4148;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-27b-it:free;Error Logico;5.90;Si;3960;202
Contexto2023-2;Ejercicio3_2023-2;x-ai/grok-4-fast:free;Respuesta Incorrecta;9.83;Si;3683;888
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-4b-it:free;Respuesta Incorrecta;5.13;Si;4148;0
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Error Sintaxis;11.91;Si;3954;504
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Elementos Extras;18.61;Si;3881;1008
Contexto2023-1;Ejercicio3_2023-1;mistralai/mistral-nemo:free;Respuesta Incorrecta;4.73;Si;4094;189
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Error Logico;12.09;Si;3960;243
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Elementos Extras;88.70;Si;4029;6765
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;90.14;Si;4178;5920
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Error Sintaxis;10.24;Si;4047;291
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.71;Si;3743;227
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Error Logico;4.36;Si;3824;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Elementos Extras;6.94;Si;3948;183
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Error Sintaxis;30.33;Si;3927;938
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Respuesta Incorrecta;30.63;Si;3919;1877
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;24.50;Si;3884;2359
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Elementos Extras;4.95;Si;3812;0
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Respuesta Incorrecta;8.12;Si;3919;520
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;46.64;Si;4152;4354
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;15.05;Si;3888;694
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Elementos Extras;4.57;Si;3812;0
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Elementos Extras;4.52;Si;3792;131
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Elementos Extras;3.18;Si;3519;159
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Error Logico;72.35;Si;4182;3975
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Elementos Extras;20.00;Si;3881;987
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-8b:free;Elementos Extras;20.89;Si;3881;1474
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-235b-a22b:free;Elementos Extras;265.00;Si;4679;7761
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Elementos Extras;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Error Sintaxis;600.90;Si;3513;899
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-235b-a22b:free;Error Sintaxis;15.68;Si;3848;927
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;2.29;Si;3985;6
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Error Sintaxis;3.95;Si;3650;165
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;4.25;Si;4114;177
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Error Logico;3.94;Si;4059;145
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Error Logico;5.21;Si;4001;179
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Error Sintaxis;9.25;Si;4117;333
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Respuesta Correcta;22.17;Si;3899;1178
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Respuesta Correcta;2.59;Si;3803;76
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Error Logico;14.39;Si;3918;390
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Correcta;77.62;Si;3986;4099
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;82.40;Si;4182;4285
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Error Sintaxis;8.53;Si;3821;422
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;16.53;Si;3938;300
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Error Logico;88.39;Si;4060;6837
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;13.50;Si;3919;546
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;1.84;Si;3912;6
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Respuesta Correcta;4.55;Si;3636;311
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;2.28;Si;3861;6
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Error Sintaxis;9.84;Si;3847;324
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Error Logico;4.60;Si;4174;233
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Elementos Extras;3.04;Si;4199;118
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;4.40;Si;3887;168
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Elementos Extras;7.87;Si;4028;486
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;1.56;Si;4060;6
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Error Sintaxis;4.90;Si;4036;200
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Elementos Extras;4.90;Si;3880;234
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Elementos Extras;4.07;Si;3931;137
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Error Sintaxis;5.32;Si;4111;198
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Error Logico;16.29;Si;3818;285
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Error Logico;5.99;Si;4181;255
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Error Logico;17.76;Si;3894;413
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;8.14;Si;3918;194
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Elementos Extras;5.19;Si;4075;154
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Elementos Extras;6.07;Si;4170;240
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Error Sintaxis;5.21;Si;4140;348
